ego_id,n,seed,complete_pivot_best_cost,complete_pivot_average_cost,complete_ilp_cost,complete_lp_cost,p_delete,edge_pivot_best_cost,edge_pivot_average_cost,edge_all_pairs_ilp_cost,edge_all_pairs_lp_cost,complete_min_max_cc_computed,complete_min_max_cc_cluster_count,complete_min_max_cc_max_disagreement,complete_min_max_cc_d_hat,complete_min_max_cc_lambda,complete_min_max_cc_runtime_seconds,complete_min_max_lp_computed,complete_min_max_lp_cost,complete_min_max_lp_rounding_cost,complete_min_max_lp_max_disagreement_vertex,complete_min_max_lp_cluster_count,complete_min_max_lp_r,complete_min_max_lp_r2,complete_min_max_lp_method,complete_min_max_lp_norm,complete_min_max_lp_runtime_seconds,complete_min_max_lp_rounding_runtime_seconds,complete_min_max_lp_total_runtime_seconds,edge_min_max_cc_computed,edge_min_max_cc_cluster_count,edge_min_max_cc_max_disagreement,edge_min_max_cc_d_hat,edge_min_max_cc_lambda,edge_min_max_cc_runtime_seconds,edge_min_max_lp_computed,edge_min_max_lp_cost,edge_min_max_lp_rounding_cost,edge_min_max_lp_max_disagreement_vertex,edge_min_max_lp_cluster_count,edge_min_max_lp_r,edge_min_max_lp_r2,edge_min_max_lp_method,edge_min_max_lp_norm,edge_min_max_lp_runtime_seconds,edge_min_max_lp_rounding_runtime_seconds,edge_min_max_lp_total_runtime_seconds
0,342,11,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,283,60,8,5,0.024609,,,,,,,,,,,,
0,342,12,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,284,58,8,5,0.024858,,,,,,,,,,,,
0,342,13,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,284,57,8,5,0.023929,,,,,,,,,,,,
0,342,14,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,283,58,8,5,0.024598,,,,,,,,,,,,
0,342,15,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,285,52,8,5,0.02407,,,,,,,,,,,,
0,342,16,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,284,60,8,5,0.024183,,,,,,,,,,,,
0,342,17,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,286,58,8,5,0.024645,,,,,,,,,,,,
0,342,18,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,284,60,8,5,0.023969,,,,,,,,,,,,
0,342,19,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,284,57,8,5,0.024271,,,,,,,,,,,,
0,342,20,,,,,0.05,,,,,True,282,60,8,5,0.029108,,,,,,,,,,,,,True,285,58,8,5,0.024582,,,,,,,,,,,,
