balanced_or_unbalanced,runs,avg_complete_ilp_cost,avg_new_ilp_with4_cost,avg_complete_lp_ilp_ratio,avg_complete_pivot_ilp_ratio,avg_new_lp_ilp_ratio_with4,avg_new_pivot_ilp_ratio_with4,avg_bad4_cycles,avg_imbalance_ratio,avg_largest_clique_fraction
balanced,261,213.39463601532566,180.8697318007663,0.9735343131311,1.4952906324705226,0.973451969966481,1.851440336990649,1921.3409961685825,1.0,0.320242656449553
unbalanced,260,120.90384615384616,102.33076923076923,0.9984718406593407,1.5024856084524325,0.9996328671328671,1.8924940797332181,3173.9692307692308,4.494276556776557,0.5337179487179488
