balanced_or_unbalanced,runs,avg_complete_ilp_cost,avg_new_ilp_with4_cost,avg_complete_lp_ilp_ratio,avg_complete_pivot_ilp_ratio,avg_new_lp_ilp_ratio_with4,avg_new_pivot_ilp_ratio_with4,avg_bad4_cycles,avg_imbalance_ratio,avg_largest_clique_fraction
balanced,1390,86.96906474820143,69.7273381294964,0.9903122732298926,1.3346709498921319,0.9893898220722579,1.7447658508358546,761.4985611510791,1.0,0.37164268585131893
unbalanced,2295,41.801307189542484,33.07581699346405,0.9990299823633157,1.3252392446088554,0.9985352470419505,1.7434975294011466,778.5564270152505,2.4009752048967736,0.4643427741466957
