p_positive,runs,avg_bad_triangles_total,avg_bad_triangle_density,avg_ilp_cost,avg_lp_ilp_ratio,avg_pivot_ilp_ratio,avg_max_disjoint_over_ilp
0.2,1200,127.86666666666666,0.0942872228961671,23.323333333333334,0.8290654433073116,1.1893688507682871,0.7579363595067268
0.3,1200,255.18666666666667,0.18333070084391004,36.43666666666667,0.8158298251418366,1.2104202061702065,0.7622545524170824
0.4,1200,388.99666666666667,0.27674444608233767,48.39,0.8229959890628589,1.2025031761795506,0.771492192596923
0.5,1200,505.13,0.367135870304678,57.97666666666667,0.8518814839028828,1.1874622336880951,0.7960128960506747
0.6,1200,581.4,0.43274157712448963,62.06,0.9132587032704164,1.1745655672232502,0.8485679923479763
0.7,1200,590.7566666666667,0.4488043602307194,52.31666666666667,0.9935985653150141,1.2335134665298713,0.9488371523898649
0.8,1200,512.78,0.3867416966521559,35.68333333333333,1.0,1.2921136698187246,0.9874130476757489
