ego_id,n,runs,runs_with_both_ilp,complete_ilp_cost,new_ilp_cost,new_over_complete_ilp,ilp_cost_reduction_fraction,complete_lp_ilp_ratio,new_lp_ilp_ratio,lp_ratio_change_new_minus_complete,complete_pivot_ilp_ratio,new_pivot_ilp_ratio,pivot_ratio_change_new_minus_complete,complete_bad_triangles_total,new_bad_triangles_total,bad_triangle_removed_fraction,complete_max_disjoint_over_ilp,new_max_disjoint_over_ilp,new_bad_4_cycles
3980,58,1,1,75.0,67.0,0.8933333333333333,0.10666666666666667,0.9133333333333333,0.9029850746268657,-0.010348258706467606,1.1733333333333333,1.3880597014925373,0.21472636815920398,616.0,411.0,0.3327922077922078,0.8133333333333334,0.7910447761194029,62.0
698,64,1,1,97.0,82.0,0.845360824742268,0.15463917525773196,0.9690721649484536,0.9634146341463414,-0.005657530802112176,1.2268041237113403,1.451219512195122,0.22441538848378162,1039.0,704.0,0.3224254090471607,0.8865979381443299,0.8658536585365854,110.0
414,155,1,1,797.0,670.0,0.8406524466750314,0.15934755332496864,0.9272271016311281,0.9380597014925333,0.010832599861405168,1.3739021329987453,1.4791044776119402,0.10520234461319489,17471.0,10769.0,0.38360712037090033,0.8469259723964868,0.8492537313432836,6433.0
686,170,1,0,,,,,,,,,,,28716.0,17975.0,0.37404234573060313,,,
