p_positive,runs,runs_with_both_ilp,complete_ilp_cost,new_ilp_cost,new_over_complete_ilp,ilp_cost_reduction_fraction,complete_lp_ilp_ratio,new_lp_ilp_ratio,lp_ratio_change_new_minus_complete,complete_pivot_ilp_ratio,new_pivot_ilp_ratio,pivot_ratio_change_new_minus_complete,complete_bad_triangles_total,new_bad_triangles_total,bad_triangle_removed_fraction,complete_max_disjoint_over_ilp,new_max_disjoint_over_ilp,new_bad_4_cycles
0.2,300,300,23.323333333333334,3.77,0.1492584968943564,0.8507415031056436,0.8290654433073116,0.9607863581733153,0.16321691298340996,1.1893688507682871,1.1106119065712248,-0.11930026071514929,127.86666666666666,8.13,0.9332761678891549,0.7579363595067268,0.8690929790538092,0.2
0.3,300,300,36.43666666666667,16.213333333333335,0.4072157870654754,0.5927842129345245,0.8158298251418366,0.8800541880301934,0.08222986306716865,1.2104202061702065,1.193345236511846,-0.03691123231122555,255.18666666666667,65.30666666666667,0.7559618256948432,0.7622545524170824,0.7938759509019673,4.7
0.4,300,300,48.39,28.786666666666665,0.5609500409491676,0.43904995905083244,0.8229959890628589,0.8540176823030832,0.042383285239515095,1.2025031761795506,1.2072548986465266,-0.005640833545474598,388.99666666666667,153.59333333333333,0.6236251276402155,0.771492192596923,0.7764232192002837,20.186666666666667
0.5,300,300,57.97666666666667,40.15,0.6486925491745023,0.3513074508254977,0.8518814839028828,0.8578550518728657,0.013852212443233865,1.1756604903779204,1.2137798227276149,0.03409483818065616,505.13,248.97,0.5313172173103058,0.7960128960506747,0.7835729696778811,44.723333333333336
0.6,300,300,62.06,48.836666666666666,0.7452123001225168,0.25478769987748323,0.9132587032704164,0.8881235628038424,-0.022443169188759295,1.1745655672232502,1.2200952640888418,0.043560420641421856,581.4,328.31,0.449387935885989,0.8485679923479763,0.8135272753949003,76.63666666666667
0.7,300,300,52.31666666666667,49.02,0.8913165486116711,0.10868345138832895,0.9935985653150141,0.9786408698900252,-0.014936214100542609,1.2335134665298713,1.2658125867657,0.031515517999151275,590.7566666666667,367.56,0.3869522683337382,0.9488371523898649,0.8956786896839414,104.29
0.8,300,300,35.68333333333333,35.42666666666667,0.9632222370931574,0.03677776290684268,1.0,1.0,0.0,1.2921136698187246,1.5066767475219083,0.21456307770318356,512.78,341.52666666666664,0.3422941410234154,0.9874130476757489,0.9746201225405003,112.84
