file_name,graph_family,n,p_positive,cluster_sizes,ego_id,seed,ilp_without4,ilp_with4,cost_changed,same_clustering_4_cycle,same_cost_different_clustering,bad4_cycles
random_n25_p07.json,random,25,0.7,,,48,78.0,78.0,False,true,False,192
random_n25_p07.json,random,25,0.7,,,49,90.0,90.0,False,true,False,137
random_n25_p07.json,random,25,0.7,,,50,83.0,83.0,False,true,False,225
random_n25_p06.json,random,25,0.6,,,1,82.0,82.0,False,false,True,129
random_n25_p06.json,random,25,0.6,,,2,89.0,89.0,False,false,True,135
random_n25_p06.json,random,25,0.6,,,3,83.0,83.0,False,false,True,64
random_n25_p06.json,random,25,0.6,,,4,78.0,78.0,False,true,False,42
random_n25_p06.json,random,25,0.6,,,5,86.0,86.0,False,false,True,156
random_n25_p06.json,random,25,0.6,,,6,85.0,85.0,False,true,False,116
random_n25_p06.json,random,25,0.6,,,7,76.0,76.0,False,false,True,119
random_n25_p06.json,random,25,0.6,,,8,87.0,87.0,False,true,False,106
random_n25_p06.json,random,25,0.6,,,9,83.0,83.0,False,true,False,125
random_n25_p06.json,random,25,0.6,,,10,86.0,86.0,False,false,True,126
random_n25_p06.json,random,25,0.6,,,11,80.0,80.0,False,true,False,198
random_n25_p06.json,random,25,0.6,,,12,72.0,72.0,False,true,False,144
random_n25_p06.json,random,25,0.6,,,13,91.0,91.0,False,false,True,89
random_n25_p06.json,random,25,0.6,,,14,82.0,82.0,False,false,True,121
random_n25_p06.json,random,25,0.6,,,15,92.0,92.0,False,false,True,59
random_n25_p06.json,random,25,0.6,,,16,78.0,78.0,False,true,False,153
random_n25_p06.json,random,25,0.6,,,17,84.0,84.0,False,true,False,137
random_n25_p06.json,random,25,0.6,,,18,81.0,81.0,False,false,True,125
random_n25_p06.json,random,25,0.6,,,19,82.0,82.0,False,false,True,125
random_n25_p06.json,random,25,0.6,,,20,84.0,84.0,False,true,False,101
random_n25_p06.json,random,25,0.6,,,21,88.0,88.0,False,true,False,128
random_n25_p06.json,random,25,0.6,,,22,81.0,81.0,False,true,False,181
random_n25_p06.json,random,25,0.6,,,23,81.0,81.0,False,true,False,95
random_n25_p06.json,random,25,0.6,,,24,82.0,82.0,False,true,False,150
random_n25_p06.json,random,25,0.6,,,25,84.0,84.0,False,false,True,139
random_n25_p06.json,random,25,0.6,,,26,92.0,92.0,False,true,False,86
random_n25_p06.json,random,25,0.6,,,27,70.0,70.0,False,false,True,116
random_n25_p06.json,random,25,0.6,,,28,74.0,74.0,False,true,False,99
random_n25_p06.json,random,25,0.6,,,29,93.0,93.0,False,false,True,133
random_n25_p06.json,random,25,0.6,,,30,87.0,87.0,False,false,True,165
random_n25_p06.json,random,25,0.6,,,31,77.0,77.0,False,true,False,74
random_n25_p06.json,random,25,0.6,,,32,80.0,80.0,False,true,False,218
random_n25_p06.json,random,25,0.6,,,33,92.0,92.0,False,true,False,107
random_n25_p06.json,random,25,0.6,,,34,86.0,86.0,False,true,False,143
random_n25_p06.json,random,25,0.6,,,35,79.0,79.0,False,false,True,112
random_n25_p06.json,random,25,0.6,,,36,86.0,86.0,False,true,False,148
random_n25_p06.json,random,25,0.6,,,37,83.0,83.0,False,true,False,153
random_n25_p06.json,random,25,0.6,,,38,76.0,76.0,False,false,True,164
random_n25_p06.json,random,25,0.6,,,39,86.0,86.0,False,true,False,159
random_n25_p06.json,random,25,0.6,,,40,81.0,81.0,False,true,False,132
random_n25_p06.json,random,25,0.6,,,41,83.0,83.0,False,true,False,85
random_n25_p06.json,random,25,0.6,,,42,76.0,76.0,False,true,False,162
random_n25_p06.json,random,25,0.6,,,43,78.0,78.0,False,true,False,167
random_n25_p06.json,random,25,0.6,,,44,81.0,81.0,False,true,False,101
random_n25_p06.json,random,25,0.6,,,45,84.0,84.0,False,true,False,110
random_n25_p06.json,random,25,0.6,,,46,89.0,89.0,False,false,True,127
random_n25_p06.json,random,25,0.6,,,47,82.0,82.0,False,false,True,132
random_n25_p06.json,random,25,0.6,,,48,77.0,77.0,False,false,True,127
random_n25_p06.json,random,25,0.6,,,49,80.0,80.0,False,false,True,90
random_n25_p06.json,random,25,0.6,,,50,85.0,85.0,False,false,True,174
random_n30_p07.json,random,30,0.7,,,1,116.0,116.0,False,true,False,353
random_n30_p07.json,random,30,0.7,,,2,122.0,122.0,False,true,False,323
random_n30_p07.json,random,30,0.7,,,3,125.0,125.0,False,true,False,358
random_n30_p07.json,random,30,0.7,,,4,131.0,131.0,False,true,False,258
random_n30_p07.json,random,30,0.7,,,5,123.0,123.0,False,true,False,377
random_n30_p07.json,random,30,0.7,,,6,131.0,131.0,False,true,False,334
random_n30_p07.json,random,30,0.7,,,7,128.0,128.0,False,true,False,376
random_n30_p07.json,random,30,0.7,,,8,128.0,128.0,False,true,False,286
random_n30_p07.json,random,30,0.7,,,9,122.0,122.0,False,true,False,367
random_n30_p07.json,random,30,0.7,,,10,119.0,119.0,False,true,False,388
random_n30_p07.json,random,30,0.7,,,11,116.0,116.0,False,true,False,456
random_n30_p07.json,random,30,0.7,,,12,132.0,132.0,False,false,True,406
random_n30_p07.json,random,30,0.7,,,13,116.0,116.0,False,true,False,350
random_n30_p07.json,random,30,0.7,,,14,124.0,124.0,False,false,True,321
random_n30_p07.json,random,30,0.7,,,15,123.0,123.0,False,true,False,200
random_n30_p07.json,random,30,0.7,,,16,124.0,124.0,False,false,True,408
random_n30_p07.json,random,30,0.7,,,17,109.0,109.0,False,true,False,446
random_n30_p07.json,random,30,0.7,,,18,124.0,124.0,False,true,False,394
random_n30_p07.json,random,30,0.7,,,19,124.0,124.0,False,true,False,378
random_n30_p07.json,random,30,0.7,,,20,126.0,126.0,False,true,False,398
random_n30_p07.json,random,30,0.7,,,21,127.0,127.0,False,false,True,334
random_n30_p07.json,random,30,0.7,,,22,117.0,117.0,False,true,False,504
random_n30_p07.json,random,30,0.7,,,23,130.0,130.0,False,false,True,295
random_n30_p07.json,random,30,0.7,,,24,117.0,117.0,False,true,False,378
random_n30_p07.json,random,30,0.7,,,25,124.0,124.0,False,true,False,398
random_n30_p07.json,random,30,0.7,,,26,134.0,134.0,False,true,False,271
random_n30_p07.json,random,30,0.7,,,27,130.0,130.0,False,false,True,384
random_n30_p07.json,random,30,0.7,,,28,124.0,124.0,False,false,True,320
random_n30_p07.json,random,30,0.7,,,29,114.0,114.0,False,true,False,290
random_n30_p07.json,random,30,0.7,,,30,128.0,128.0,False,false,True,270
random_n30_p07.json,random,30,0.7,,,31,118.0,118.0,False,true,False,430
random_n30_p07.json,random,30,0.7,,,32,125.0,125.0,False,false,True,353
random_n30_p07.json,random,30,0.7,,,33,120.0,120.0,False,true,False,379
random_n30_p07.json,random,30,0.7,,,34,115.0,115.0,False,true,False,312
random_n30_p07.json,random,30,0.7,,,35,122.0,122.0,False,true,False,414
random_n30_p07.json,random,30,0.7,,,36,128.0,128.0,False,true,False,381
random_n30_p07.json,random,30,0.7,,,37,119.0,119.0,False,true,False,443
random_n30_p07.json,random,30,0.7,,,38,118.0,118.0,False,false,True,388
random_n30_p07.json,random,30,0.7,,,39,132.0,132.0,False,true,False,426
random_n30_p07.json,random,30,0.7,,,40,114.0,114.0,False,true,False,510
random_n30_p07.json,random,30,0.7,,,41,137.0,137.0,False,true,False,248
random_n30_p07.json,random,30,0.7,,,42,124.0,124.0,False,true,False,417
random_n30_p07.json,random,30,0.7,,,43,124.0,124.0,False,true,False,354
random_n30_p07.json,random,30,0.7,,,44,127.0,127.0,False,true,False,384
random_n30_p07.json,random,30,0.7,,,45,124.0,124.0,False,false,True,419
random_n30_p07.json,random,30,0.7,,,46,112.0,112.0,False,true,False,447
random_n30_p07.json,random,30,0.7,,,47,123.0,123.0,False,true,False,331
random_n30_p07.json,random,30,0.7,,,48,125.0,125.0,False,false,True,382
random_n30_p07.json,random,30,0.7,,,49,128.0,128.0,False,false,True,338
random_n30_p07.json,random,30,0.7,,,50,122.0,122.0,False,true,False,366
random_n30_p06.json,random,30,0.6,,,1,123.0,123.0,False,true,False,268
random_n30_p06.json,random,30,0.6,,,2,127.0,127.0,False,true,False,239
random_n30_p06.json,random,30,0.6,,,3,123.0,123.0,False,false,True,273
random_n30_p06.json,random,30,0.6,,,4,120.0,120.0,False,false,True,185
random_n30_p06.json,random,30,0.6,,,5,131.0,131.0,False,true,False,326
random_n30_p06.json,random,30,0.6,,,6,117.0,117.0,False,true,False,205
random_n30_p06.json,random,30,0.6,,,7,127.0,127.0,False,false,True,267
random_n30_p06.json,random,30,0.6,,,8,135.0,135.0,False,true,False,254
random_n30_p06.json,random,30,0.6,,,9,120.0,120.0,False,true,False,291
random_n30_p06.json,random,30,0.6,,,10,123.0,123.0,False,true,False,294
random_n30_p06.json,random,30,0.6,,,11,126.0,126.0,False,true,False,357
random_n30_p06.json,random,30,0.6,,,12,113.0,113.0,False,true,False,272
random_n30_p06.json,random,30,0.6,,,13,124.0,124.0,False,true,False,261
random_n30_p06.json,random,30,0.6,,,14,124.0,124.0,False,true,False,240
random_n30_p06.json,random,30,0.6,,,15,135.0,135.0,False,true,False,141
random_n30_p06.json,random,30,0.6,,,16,118.0,118.0,False,false,True,277
random_n30_p06.json,random,30,0.6,,,17,123.0,123.0,False,false,True,356
random_n30_p06.json,random,30,0.6,,,18,116.0,116.0,False,true,False,250
random_n30_p06.json,random,30,0.6,,,19,126.0,126.0,False,false,True,237
random_n30_p06.json,random,30,0.6,,,20,129.0,129.0,False,true,False,287
random_n30_p06.json,random,30,0.6,,,21,126.0,126.0,False,false,True,257
random_n30_p06.json,random,30,0.6,,,22,126.0,126.0,False,false,True,337
random_n30_p06.json,random,30,0.6,,,23,120.0,120.0,False,false,True,216
random_n30_p06.json,random,30,0.6,,,24,129.0,129.0,False,false,True,309
random_n30_p06.json,random,30,0.6,,,25,128.0,128.0,False,false,True,294
random_n30_p06.json,random,30,0.6,,,26,134.0,134.0,False,true,False,187
random_n30_p06.json,random,30,0.6,,,27,114.0,114.0,False,true,False,229
random_n30_p06.json,random,30,0.6,,,28,107.0,107.0,False,true,False,231
random_n30_p06.json,random,30,0.6,,,29,132.0,132.0,False,true,False,246
random_n30_p06.json,random,30,0.6,,,30,129.0,129.0,False,false,True,214
random_n30_p06.json,random,30,0.6,,,31,119.0,119.0,False,true,False,324
random_n30_p06.json,random,30,0.6,,,32,128.0,128.0,False,false,True,277
random_n30_p06.json,random,30,0.6,,,33,136.0,136.0,False,false,True,326
random_n30_p06.json,random,30,0.6,,,34,127.0,127.0,False,false,True,258
random_n30_p06.json,random,30,0.6,,,35,123.0,123.0,False,true,False,330
random_n30_p06.json,random,30,0.6,,,36,135.0,135.0,False,true,False,288
random_n30_p06.json,random,30,0.6,,,37,124.0,124.0,False,false,True,306
random_n30_p06.json,random,30,0.6,,,38,124.0,124.0,False,true,False,308
random_n30_p06.json,random,30,0.6,,,39,124.0,124.0,False,true,False,309
random_n30_p06.json,random,30,0.6,,,40,125.0,125.0,False,true,False,339
random_n30_p06.json,random,30,0.6,,,41,123.0,123.0,False,true,False,200
random_n30_p06.json,random,30,0.6,,,42,115.0,115.0,False,false,True,308
random_n30_p06.json,random,30,0.6,,,43,126.0,126.0,False,false,True,277
random_n30_p06.json,random,30,0.6,,,44,125.0,125.0,False,true,False,278
random_n30_p06.json,random,30,0.6,,,45,118.0,118.0,False,false,True,287
random_n30_p06.json,random,30,0.6,,,46,132.0,132.0,False,false,True,336
random_n30_p06.json,random,30,0.6,,,47,129.0,129.0,False,true,False,272
random_n30_p06.json,random,30,0.6,,,48,126.0,126.0,False,true,False,248
random_n30_p06.json,random,30,0.6,,,49,120.0,120.0,False,true,False,239
random_n30_p06.json,random,30,0.6,,,50,132.0,132.0,False,false,True,281
random_n30_p03.json,random,30,0.3,,,1,47.0,47.0,False,false,True,19
random_n30_p03.json,random,30,0.3,,,2,56.0,57.0,True,false,False,31
random_n30_p03.json,random,30,0.3,,,3,44.0,44.0,False,true,False,13
random_n30_p03.json,random,30,0.3,,,4,34.0,35.0,True,false,False,10
random_n30_p03.json,random,30,0.3,,,5,47.0,47.0,False,false,True,16
random_n30_p03.json,random,30,0.3,,,6,37.0,38.0,True,false,False,11
random_n30_p03.json,random,30,0.3,,,7,38.0,38.0,False,false,True,11
random_n30_p03.json,random,30,0.3,,,8,44.0,44.0,False,false,True,10
random_n30_p03.json,random,30,0.3,,,9,37.0,38.0,True,false,False,14
random_n30_p03.json,random,30,0.3,,,10,37.0,37.0,False,false,True,22
random_n30_p03.json,random,30,0.3,,,11,38.0,39.0,True,false,False,29
random_n30_p03.json,random,30,0.3,,,12,44.0,44.0,False,false,True,28
random_n30_p03.json,random,30,0.3,,,13,42.0,42.0,False,false,True,7
random_n30_p03.json,random,30,0.3,,,14,41.0,41.0,False,false,True,12
random_n30_p03.json,random,30,0.3,,,15,46.0,46.0,False,false,True,7
random_n30_p03.json,random,30,0.3,,,16,35.0,35.0,False,false,True,20
random_n30_p03.json,random,30,0.3,,,17,42.0,42.0,False,false,True,11
random_n30_p03.json,random,30,0.3,,,18,42.0,42.0,False,false,True,20
random_n30_p03.json,random,30,0.3,,,19,37.0,37.0,False,false,True,17
random_n30_p03.json,random,30,0.3,,,20,51.0,51.0,False,true,False,41
random_n30_p03.json,random,30,0.3,,,21,46.0,46.0,False,false,True,19
random_n30_p03.json,random,30,0.3,,,22,34.0,36.0,True,false,False,21
random_n30_p03.json,random,30,0.3,,,23,41.0,41.0,False,false,True,12
random_n30_p03.json,random,30,0.3,,,24,42.0,42.0,False,false,True,15
random_n30_p03.json,random,30,0.3,,,25,47.0,48.0,True,false,False,16
random_n30_p03.json,random,30,0.3,,,26,54.0,55.0,True,false,False,19
random_n30_p03.json,random,30,0.3,,,27,28.0,28.0,False,true,False,1
random_n30_p03.json,random,30,0.3,,,28,26.0,26.0,False,false,True,17
random_n30_p03.json,random,30,0.3,,,29,51.0,51.0,False,false,True,14
random_n30_p03.json,random,30,0.3,,,30,41.0,41.0,False,false,True,16
random_n30_p03.json,random,30,0.3,,,31,40.0,40.0,False,false,True,12
random_n30_p03.json,random,30,0.3,,,32,51.0,51.0,False,false,True,8
random_n30_p03.json,random,30,0.3,,,33,43.0,43.0,False,false,True,16
random_n30_p03.json,random,30,0.3,,,34,43.0,43.0,False,true,False,10
random_n30_p03.json,random,30,0.3,,,35,44.0,44.0,False,false,True,29
random_n30_p03.json,random,30,0.3,,,36,51.0,51.0,False,false,True,35
random_n30_p03.json,random,30,0.3,,,37,47.0,48.0,True,false,False,32
random_n30_p03.json,random,30,0.3,,,38,43.0,43.0,False,false,True,16
random_n30_p03.json,random,30,0.3,,,39,37.0,38.0,True,false,False,17
random_n30_p03.json,random,30,0.3,,,40,41.0,41.0,False,false,True,7
random_n30_p03.json,random,30,0.3,,,41,51.0,51.0,False,false,True,10
random_n30_p03.json,random,30,0.3,,,42,37.0,37.0,False,false,True,7
random_n30_p03.json,random,30,0.3,,,43,35.0,35.0,False,false,True,7
random_n30_p03.json,random,30,0.3,,,44,50.0,51.0,True,false,False,29
random_n30_p03.json,random,30,0.3,,,45,38.0,38.0,False,false,True,21
random_n30_p03.json,random,30,0.3,,,46,46.0,46.0,False,false,True,20
random_n30_p03.json,random,30,0.3,,,47,37.0,37.0,False,false,True,11
random_n30_p03.json,random,30,0.3,,,48,40.0,40.0,False,true,False,18
random_n30_p03.json,random,30,0.3,,,49,39.0,40.0,True,false,False,19
random_n30_p03.json,random,30,0.3,,,50,44.0,45.0,True,false,False,20
random_n30_p02.json,random,30,0.2,,,1,10.0,10.0,False,true,False,1
random_n30_p02.json,random,30,0.2,,,2,17.0,17.0,False,true,False,1
random_n30_p02.json,random,30,0.2,,,3,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,4,5.0,5.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,5,10.0,10.0,False,false,True,1
random_n30_p02.json,random,30,0.2,,,6,9.0,10.0,True,false,False,1
random_n30_p02.json,random,30,0.2,,,7,16.0,16.0,False,false,True,1
random_n30_p02.json,random,30,0.2,,,8,13.0,13.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,9,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,10,4.0,4.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,11,9.0,9.0,False,false,True,1
random_n30_p02.json,random,30,0.2,,,12,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,13,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,14,14.0,14.0,False,true,False,1
random_n30_p02.json,random,30,0.2,,,15,12.0,12.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,16,9.0,9.0,False,false,True,1
random_n30_p02.json,random,30,0.2,,,17,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,18,11.0,11.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,19,12.0,12.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,20,10.0,10.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,21,7.0,7.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,22,10.0,11.0,True,false,False,2
random_n30_p02.json,random,30,0.2,,,23,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,24,7.0,7.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,25,4.0,4.0,False,false,True,1
random_n30_p02.json,random,30,0.2,,,26,17.0,17.0,False,true,False,7
random_n30_p02.json,random,30,0.2,,,27,6.0,6.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,28,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,29,11.0,11.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,30,12.0,12.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,31,5.0,5.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,32,16.0,16.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,33,13.0,13.0,False,true,False,2
random_n30_p02.json,random,30,0.2,,,34,10.0,10.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,35,9.0,10.0,True,false,False,2
random_n30_p02.json,random,30,0.2,,,36,11.0,11.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,37,9.0,9.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,38,8.0,8.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,39,10.0,10.0,False,true,False,1
random_n30_p02.json,random,30,0.2,,,40,11.0,11.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,41,13.0,13.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,42,11.0,11.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,43,5.0,5.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,44,12.0,13.0,True,true,False,1
random_n30_p02.json,random,30,0.2,,,45,8.0,8.0,False,true,False,3
random_n30_p02.json,random,30,0.2,,,46,12.0,12.0,False,true,False,0
random_n30_p02.json,random,30,0.2,,,47,8.0,8.0,False,true,False,1
random_n30_p02.json,random,30,0.2,,,48,14.0,14.0,False,false,True,1
random_n30_p02.json,random,30,0.2,,,49,11.0,11.0,False,true,False,1
random_n30_p02.json,random,30,0.2,,,50,12.0,13.0,True,false,False,1
random_n30_p05.json,random,30,0.5,,,1,107.0,107.0,False,true,False,187
random_n30_p05.json,random,30,0.5,,,2,109.0,109.0,False,false,True,160
random_n30_p05.json,random,30,0.5,,,3,99.0,99.0,False,true,False,148
random_n30_p05.json,random,30,0.5,,,4,95.0,95.0,False,false,True,90
random_n30_p05.json,random,30,0.5,,,5,112.0,112.0,False,true,False,213
random_n30_p05.json,random,30,0.5,,,6,97.0,97.0,False,false,True,112
random_n30_p05.json,random,30,0.5,,,7,97.0,97.0,False,false,True,139
random_n30_p05.json,random,30,0.5,,,8,115.0,115.0,False,true,False,164
random_n30_p05.json,random,30,0.5,,,9,97.0,97.0,False,true,False,128
random_n30_p05.json,random,30,0.5,,,10,102.0,102.0,False,false,True,170
random_n30_p05.json,random,30,0.5,,,11,106.0,106.0,False,true,False,247
random_n30_p05.json,random,30,0.5,,,12,96.0,96.0,False,false,True,178
random_n30_p05.json,random,30,0.5,,,13,110.0,110.0,False,false,True,154
random_n30_p05.json,random,30,0.5,,,14,100.0,100.0,False,true,False,160
random_n30_p05.json,random,30,0.5,,,15,113.0,113.0,False,false,True,85
random_n30_p05.json,random,30,0.5,,,16,96.0,96.0,False,false,True,181
random_n30_p05.json,random,30,0.5,,,17,105.0,105.0,False,false,True,165
random_n30_p05.json,random,30,0.5,,,18,91.0,92.0,True,false,False,120
random_n30_p05.json,random,30,0.5,,,19,98.0,98.0,False,false,True,125
random_n30_p05.json,random,30,0.5,,,20,111.0,111.0,False,true,False,200
random_n30_p05.json,random,30,0.5,,,21,105.0,105.0,False,false,True,172
random_n30_p05.json,random,30,0.5,,,22,100.0,100.0,False,false,True,184
random_n30_p05.json,random,30,0.5,,,23,96.0,96.0,False,false,True,114
random_n30_p05.json,random,30,0.5,,,24,109.0,109.0,False,true,False,162
random_n30_p05.json,random,30,0.5,,,25,98.0,98.0,False,false,True,143
random_n30_p05.json,random,30,0.5,,,26,114.0,114.0,False,false,True,111
random_n30_p05.json,random,30,0.5,,,27,85.0,85.0,False,false,True,97
random_n30_p05.json,random,30,0.5,,,28,78.0,78.0,False,false,True,109
random_n30_p05.json,random,30,0.5,,,29,114.0,114.0,False,false,True,123
random_n30_p05.json,random,30,0.5,,,30,103.0,103.0,False,false,True,113
random_n30_p05.json,random,30,0.5,,,31,98.0,98.0,False,true,False,170
random_n30_p05.json,random,30,0.5,,,32,107.0,107.0,False,true,False,154
random_n30_p05.json,random,30,0.5,,,33,109.0,109.0,False,false,True,180
random_n30_p05.json,random,30,0.5,,,34,107.0,107.0,False,true,False,168
random_n30_p05.json,random,30,0.5,,,35,106.0,106.0,False,false,True,235
random_n30_p05.json,random,30,0.5,,,36,114.0,114.0,False,false,True,189
random_n30_p05.json,random,30,0.5,,,37,104.0,104.0,False,true,False,194
random_n30_p05.json,random,30,0.5,,,38,100.0,100.0,False,false,True,198
random_n30_p05.json,random,30,0.5,,,39,103.0,103.0,False,false,True,184
random_n30_p05.json,random,30,0.5,,,40,109.0,109.0,False,true,False,186
random_n30_p05.json,random,30,0.5,,,41,103.0,103.0,False,false,True,118
random_n30_p05.json,random,30,0.5,,,42,94.0,94.0,False,false,True,170
random_n30_p05.json,random,30,0.5,,,43,105.0,105.0,False,true,False,151
random_n30_p05.json,random,30,0.5,,,44,111.0,111.0,False,true,False,197
random_n30_p05.json,random,30,0.5,,,45,95.0,95.0,False,true,False,151
random_n30_p05.json,random,30,0.5,,,46,110.0,110.0,False,true,False,213
random_n30_p05.json,random,30,0.5,,,47,103.0,103.0,False,false,True,156
random_n30_p05.json,random,30,0.5,,,48,97.0,97.0,False,true,False,143
random_n30_p05.json,random,30,0.5,,,49,97.0,97.0,False,true,False,127
random_n30_p05.json,random,30,0.5,,,50,103.0,103.0,False,false,True,169
random_n30_p04.json,random,30,0.4,,,1,76.0,76.0,False,true,False,81
random_n30_p04.json,random,30,0.4,,,2,87.0,87.0,False,false,True,88
random_n30_p04.json,random,30,0.4,,,3,76.0,76.0,False,false,True,71
random_n30_p04.json,random,30,0.4,,,4,71.0,71.0,False,false,True,53
random_n30_p04.json,random,30,0.4,,,5,81.0,81.0,False,false,True,94
random_n30_p04.json,random,30,0.4,,,6,67.0,67.0,False,false,True,45
random_n30_p04.json,random,30,0.4,,,7,72.0,72.0,False,false,True,70
random_n30_p04.json,random,30,0.4,,,8,76.0,77.0,True,false,False,62
random_n30_p04.json,random,30,0.4,,,9,65.0,65.0,False,false,True,64
random_n30_p04.json,random,30,0.4,,,10,67.0,67.0,False,true,False,65
random_n30_p04.json,random,30,0.4,,,11,78.0,78.0,False,false,True,112
random_n30_p04.json,random,30,0.4,,,12,69.0,69.0,False,false,True,71
random_n30_p04.json,random,30,0.4,,,13,74.0,74.0,False,true,False,64
random_n30_p04.json,random,30,0.4,,,14,74.0,74.0,False,false,True,68
random_n30_p04.json,random,30,0.4,,,15,79.0,79.0,False,false,True,28
random_n30_p04.json,random,30,0.4,,,16,65.0,66.0,True,false,False,71
random_n30_p04.json,random,30,0.4,,,17,79.0,80.0,True,false,False,71
random_n30_p04.json,random,30,0.4,,,18,79.0,79.0,False,false,True,85
random_n30_p04.json,random,30,0.4,,,19,65.0,65.0,False,false,True,44
random_n30_p04.json,random,30,0.4,,,20,86.0,87.0,True,false,False,113
random_n30_p04.json,random,30,0.4,,,21,78.0,78.0,False,true,False,84
random_n30_p04.json,random,30,0.4,,,22,72.0,72.0,False,false,True,99
random_n30_p04.json,random,30,0.4,,,23,67.0,67.0,False,true,False,58
random_n30_p04.json,random,30,0.4,,,24,80.0,81.0,True,false,False,65
random_n30_p04.json,random,30,0.4,,,25,66.0,67.0,True,false,False,58
random_n30_p04.json,random,30,0.4,,,26,88.0,88.0,False,false,True,55
random_n30_p04.json,random,30,0.4,,,27,57.0,57.0,False,false,True,28
random_n30_p04.json,random,30,0.4,,,28,59.0,59.0,False,false,True,54
random_n30_p04.json,random,30,0.4,,,29,91.0,91.0,False,false,True,57
random_n30_p04.json,random,30,0.4,,,30,77.0,77.0,False,true,False,64
random_n30_p04.json,random,30,0.4,,,31,70.0,70.0,False,false,True,78
random_n30_p04.json,random,30,0.4,,,32,81.0,81.0,False,false,True,56
random_n30_p04.json,random,30,0.4,,,33,77.0,78.0,True,false,False,91
random_n30_p04.json,random,30,0.4,,,34,85.0,85.0,False,false,True,69
random_n30_p04.json,random,30,0.4,,,35,82.0,82.0,False,false,True,111
random_n30_p04.json,random,30,0.4,,,36,82.0,82.0,False,false,True,79
random_n30_p04.json,random,30,0.4,,,37,87.0,88.0,True,false,False,109
random_n30_p04.json,random,30,0.4,,,38,80.0,81.0,True,false,False,113
random_n30_p04.json,random,30,0.4,,,39,64.0,64.0,False,true,False,65
random_n30_p04.json,random,30,0.4,,,40,81.0,81.0,False,false,True,96
random_n30_p04.json,random,30,0.4,,,41,71.0,72.0,True,false,False,37
random_n30_p04.json,random,30,0.4,,,42,62.0,62.0,False,true,False,74
random_n30_p04.json,random,30,0.4,,,43,67.0,67.0,False,false,True,51
random_n30_p04.json,random,30,0.4,,,44,77.0,77.0,False,false,True,86
random_n30_p04.json,random,30,0.4,,,45,60.0,60.0,False,false,True,44
random_n30_p04.json,random,30,0.4,,,46,83.0,83.0,False,false,True,110
random_n30_p04.json,random,30,0.4,,,47,64.0,64.0,False,false,True,64
random_n30_p04.json,random,30,0.4,,,48,69.0,69.0,False,true,False,58
random_n30_p04.json,random,30,0.4,,,49,71.0,71.0,False,false,True,84
random_n30_p04.json,random,30,0.4,,,50,72.0,72.0,False,false,True,74
random_n30_p08.json,random,30,0.8,,,1,82.0,82.0,False,true,False,353
random_n30_p08.json,random,30,0.8,,,2,86.0,86.0,False,true,False,368
random_n30_p08.json,random,30,0.8,,,3,79.0,79.0,False,true,False,369
random_n30_p08.json,random,30,0.8,,,4,105.0,105.0,False,true,False,337
random_n30_p08.json,random,30,0.8,,,5,89.0,89.0,False,true,False,411
random_n30_p08.json,random,30,0.8,,,6,99.0,99.0,False,true,False,374
random_n30_p08.json,random,30,0.8,,,7,90.0,90.0,False,true,False,429
random_n30_p08.json,random,30,0.8,,,8,75.0,75.0,False,true,False,303
random_n30_p08.json,random,30,0.8,,,9,86.0,86.0,False,true,False,399
random_n30_p08.json,random,30,0.8,,,10,88.0,88.0,False,true,False,478
random_n30_p08.json,random,30,0.8,,,11,77.0,77.0,False,true,False,517
random_n30_p08.json,random,30,0.8,,,12,97.0,97.0,False,true,False,497
random_n30_p08.json,random,30,0.8,,,13,88.0,88.0,False,true,False,383
