file_name,file_path,graph_family,graph_type,n,seed,p_delete,p_positive,cluster_sizes,ego_id,complete_pivot_best_cost,complete_pivot_average_cost,complete_bad_triangles_total,complete_bad_triangles_min_disjoint,complete_bad_triangles_max_disjoint,complete_ilp_cost,complete_lp_cost,complete_primal_cost,complete_dual_cost,complete_average_pivot_approx,complete_lp_ratio,complete_bad_triangle_primal_ratio,complete_bad_triangle_dual_ratio,complete_min_disjoint_bad_triangle_ratio,complete_max_disjoint_bad_triangle_ratio,edge_num_edges_deleted,edge_pivot_best_cost,edge_pivot_average_cost,edge_bad_triangles_total,edge_bad_triangles_min_disjoint,edge_bad_triangles_max_disjoint,edge_ilp_without4_cost,edge_ilp_with4_cost,edge_bad_4_cycles_count,same_clustering_4_cycle,edge_lp_without4_cost,edge_lp_with4_cost,edge_primal_cost,edge_dual_cost,edge_average_pivot_approx_without4,edge_average_pivot_approx_with4,edge_lp_ratio_without4,edge_lp_ratio_with4,edge_bad_triangle_primal_ratio,edge_bad_triangle_dual_ratio,edge_min_disjoint_bad_triangle_ratio,edge_max_disjoint_bad_triangle_ratio,edge_all_pairs_ilp_cost,edge_all_pairs_lp_cost,edge_all_pairs_lp_to_ilp_ratio,edge_all_pairs_ilp_runtime_seconds,edge_all_pairs_lp_runtime_seconds,edge_all_pairs_ilp_optimal,runtime_seconds
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,17,0.05,,"[60, 25, 10, 5]",,839,1161.64,25211,,466,489.0,489.0,489.0,,2.3755419222903886,1.0,1.0,,,0.952965235173824,237,847,1174.75,21672,,440,464.0,464.0,2745.0,,464.0,464.0,464.0,,2.5317887931034484,2.5317887931034484,1.0,1.0,1.0,,,0.9482758620689656,464.0,464.0,1.0,2.7180449962615967,1.0810048580169678,True,104.82374620437622
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,17,0.15,,"[60, 25, 10, 5]",,839,1161.64,25211,,466,489.0,489.0,489.0,,2.3755419222903886,1.0,1.0,,,0.952965235173824,723,903,1164.75,15482,,398,413.0,413.0,15621.0,,413.0,413.0,413.0,,2.820217917675545,2.820217917675545,1.0,1.0,1.0,,,0.9636803874092008,413.0,413.0,1.0,1.9120001792907717,0.9220001697540284,True,97.94825911521912
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,17,0.25,,"[60, 25, 10, 5]",,839,1161.64,25211,,466,489.0,489.0,489.0,,2.3755419222903886,1.0,1.0,,,0.952965235173824,1219,870,1116.31,10433,,356,364.0,364.0,26234.0,,364.0,364.0,364.0,,3.066785714285714,3.066785714285714,1.0,1.0,1.0,,,0.978021978021978,364.0,364.0,1.0,2.74515700340271,1.0295159816741943,True,93.59917998313904
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,17,0.4,,"[60, 25, 10, 5]",,839,1161.64,25211,,466,489.0,489.0,489.0,,2.3755419222903886,1.0,1.0,,,0.952965235173824,2016,850,953.26,4926,,281,281.0,281.0,26272.0,,281.0,281.0,281.0,,3.3923843416370105,3.3923843416370105,1.0,1.0,1.0,,,1.0,281.0,281.0,1.0,4.419041872024536,3.232279062271118,True,100.55404615402222
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,18,0.05,,"[60, 25, 10, 5]",,776,1195.35,26409,,478,506.0,506.0,506.0,,2.362351778656126,1.0,1.0,,,0.9446640316205532,233,853,1203.67,22674,,461,479.0,479.0,2546.0,,479.0,479.0,479.0,,2.5128810020876826,2.5128810020876826,1.0,1.0,1.0,,,0.9624217118997912,479.0,479.0,1.0,2.805248975753784,1.0209071636199951,True,105.13019800186156
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,18,0.15,,"[60, 25, 10, 5]",,776,1195.35,26409,,478,506.0,506.0,506.0,,2.362351778656126,1.0,1.0,,,0.9446640316205532,760,913,1222.86,16000,,425,434.0,434.0,17090.0,,434.0,434.0,434.0,,2.817649769585253,2.817649769585253,1.0,1.0,1.0,,,0.97926267281106,434.0,434.0,1.0,2.003000020980835,0.9380002021789552,True,95.98005509376526
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,18,0.25,,"[60, 25, 10, 5]",,776,1195.35,26409,,478,506.0,506.0,506.0,,2.362351778656126,1.0,1.0,,,0.9446640316205532,1275,984,1168.17,10828,,382,385.0,385.0,28193.0,,385.0,385.0,384.0,,3.034207792207793,3.034207792207793,1.0,1.0,0.9974025974025974,,,0.9922077922077922,385.0,385.0,1.0,2.8380649089813232,1.0777969360351562,True,83.14712500572205
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,18,0.4,,"[60, 25, 10, 5]",,776,1195.35,26409,,478,506.0,506.0,506.0,,2.362351778656126,1.0,1.0,,,0.9446640316205532,1996,897,991.41,5612,,313,313.0,315.0,28434.0,,313.0,315.0,313.0,,3.1674440894568687,3.147333333333333,1.0,1.0,0.9936507936507936,,,0.9936507936507936,315.0,315.0,1.0,3.61431884765625,1.895871877670288,True,97.94171619415285
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,19,0.05,,"[60, 25, 10, 5]",,725,1134.13,24814,,434,469.0,469.0,469.0,,2.4181876332622605,1.0,1.0,,,0.9253731343283582,269,849,1173.86,21259,,424,446.0,446.0,3051.0,,446.0,446.0,446.0,,2.6319730941704034,2.6319730941704034,1.0,1.0,1.0,,,0.9506726457399104,446.0,446.0,1.0,2.69530987739563,1.0214030742645264,True,104.39781284332275
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,19,0.15,,"[60, 25, 10, 5]",,725,1134.13,24814,,434,469.0,469.0,469.0,,2.4181876332622605,1.0,1.0,,,0.9253731343283582,788,839,1190.39,15337,,398,403.0,403.0,16940.0,,403.0,403.0,403.0,,2.9538213399503723,2.9538213399503723,1.0,1.0,1.0,,,0.9875930521091812,403.0,403.0,1.0,1.9140000343322752,0.9059998989105223,True,94.44840288162231
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,19,0.25,,"[60, 25, 10, 5]",,725,1134.13,24814,,434,469.0,469.0,469.0,,2.4181876332622605,1.0,1.0,,,0.9253731343283582,1277,815,1143.94,10586,,351,353.0,353.0,27187.0,,353.0,353.0,353.0,,3.2406232294617565,3.2406232294617565,1.0,1.0,1.0,,,0.9943342776203966,353.0,353.0,1.0,2.720156192779541,1.1173241138458252,True,83.1427698135376
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,19,0.4,,"[60, 25, 10, 5]",,725,1134.13,24814,,434,469.0,469.0,469.0,,2.4181876332622605,1.0,1.0,,,0.9253731343283582,1953,851,1006.22,5703,,287,288.0,289.0,28876.0,,288.0,289.0,288.0,,3.4938194444444446,3.4817301038062283,1.0,1.0,0.9965397923875432,,,0.9930795847750864,289.0,289.0,1.0,4.0202531814575195,1.8018090724945068,True,92.67784905433656
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,20,0.05,,"[60, 25, 10, 5]",,714,1114.67,24607,,456,482.0,482.0,482.0,,2.3125933609958507,1.0,1.0,,,0.946058091286307,249,859,1152.14,21057,,435,457.0,457.0,2758.0,,457.0,457.0,457.0,,2.52109409190372,2.52109409190372,1.0,1.0,1.0,,,0.9518599562363238,457.0,457.0,1.0,3.1275429725646973,1.176867961883545,True,105.28812074661256
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,20,0.15,,"[60, 25, 10, 5]",,714,1114.67,24607,,456,482.0,482.0,482.0,,2.3125933609958507,1.0,1.0,,,0.946058091286307,769,905,1161.94,14691,,395,402.0,402.0,16001.0,,402.0,402.0,402.0,,2.890398009950249,2.890398009950249,1.0,1.0,1.0,,,0.9825870646766168,402.0,402.0,1.0,1.8899998664855957,0.9040000438690186,True,102.59662890434264
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,20,0.25,,"[60, 25, 10, 5]",,714,1114.67,24607,,456,482.0,482.0,482.0,,2.3125933609958507,1.0,1.0,,,0.946058091286307,1284,868,1119.53,9964,,350,355.0,355.0,26054.0,,355.0,355.0,355.0,,3.1536056338028167,3.1536056338028167,1.0,1.0,1.0,,,0.9859154929577464,355.0,355.0,1.0,2.7620959281921387,1.0327420234680176,True,82.13323712348938
clq_n100_60_25_10_5.json,results/experiments_results_clique/n100/clq_n100_60_25_10_5.json,clique,clique,100,20,0.4,,"[60, 25, 10, 5]",,714,1114.67,24607,,456,482.0,482.0,482.0,,2.3125933609958507,1.0,1.0,,,0.946058091286307,2040,841,971.71,5145,,287,288.0,288.0,25760.0,,288.0,288.0,288.0,,3.3739930555555557,3.3739930555555557,1.0,1.0,1.0,,,0.9965277777777778,288.0,288.0,1.0,3.6661009788513184,1.6872179508209229,True,86.9099371433258
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,1,0.05,,"[5, 5, 5]",,11,18.69,57,,10,11.0,11.0,11.0,,1.6990909090909092,1.0,1.0,,,0.9090909090909092,5,13,18.44,51,,10,11.0,11.0,1.0,,11.0,11.0,11.0,,1.6763636363636365,1.6763636363636365,1.0,1.0,1.0,,,0.9090909090909092,11.0,11.0,1.0,0.0069999694824218,0.0019998550415039,True,0.1500401496887207
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,1,0.15,,"[5, 5, 5]",,11,18.69,57,,10,11.0,11.0,11.0,,1.6990909090909092,1.0,1.0,,,0.9090909090909092,13,11,14.81,30,,9,9.0,9.0,5.0,,9.0,9.0,9.0,,1.6455555555555557,1.6455555555555557,1.0,1.0,1.0,,,1.0,9.0,9.0,1.0,0.0060000419616699,0.001000165939331,True,0.1318349838256836
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,1,0.25,,"[5, 5, 5]",,11,18.69,57,,10,11.0,11.0,11.0,,1.6990909090909092,1.0,1.0,,,0.9090909090909092,23,9,13.61,24,,8,8.0,8.0,7.0,,8.0,8.0,8.0,,1.70125,1.70125,1.0,1.0,1.0,,,1.0,8.0,8.0,1.0,0.0069999694824218,0.0009999275207519,True,0.1160330772399902
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,1,0.4,,"[5, 5, 5]",,11,18.69,57,,10,11.0,11.0,11.0,,1.6990909090909092,1.0,1.0,,,0.9090909090909092,37,6,9.93,13,,5,5.0,5.0,5.0,,5.0,5.0,5.0,,1.986,1.986,1.0,1.0,1.0,,,1.0,5.0,5.0,1.0,0.0069999694824218,0.0009999275207519,True,0.0960309505462646
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,2,0.05,,"[5, 5, 5]",,8,14.4,55,,8,8.0,8.0,8.0,,1.8,1.0,1.0,,,1.0,7,7,13.62,40,,7,7.0,7.0,2.0,,7.0,7.0,7.0,,1.9457142857142855,1.9457142857142855,1.0,1.0,1.0,,,1.0,7.0,7.0,1.0,0.0049998760223388,0.0009999275207519,True,0.1433427333831787
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,2,0.15,,"[5, 5, 5]",,8,14.4,55,,8,8.0,8.0,8.0,,1.8,1.0,1.0,,,1.0,17,7,12.0,25,,5,5.0,5.0,1.0,,5.0,5.0,5.0,,2.4,2.4,1.0,1.0,1.0,,,1.0,5.0,5.0,1.0,0.0060000419616699,0.0009999275207519,True,0.1238861083984375
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,2,0.25,,"[5, 5, 5]",,8,14.4,55,,8,8.0,8.0,8.0,,1.8,1.0,1.0,,,1.0,27,8,12.45,20,,5,5.0,5.0,1.0,,5.0,5.0,5.0,,2.49,2.49,1.0,1.0,1.0,,,1.0,5.0,5.0,1.0,0.0060000419616699,0.0009999275207519,True,0.1075389385223388
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,2,0.4,,"[5, 5, 5]",,8,14.4,55,,8,8.0,8.0,8.0,,1.8,1.0,1.0,,,1.0,42,7,9.4,11,,4,4.0,4.0,1.0,,4.0,4.0,4.0,,2.35,2.35,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,0.0060000419616699,0.0009999275207519,True,0.0912020206451416
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,3,0.05,,"[5, 5, 5]",,5,10.05,32,,5,5.0,5.0,5.0,,2.01,1.0,1.0,,,1.0,3,5,10.96,28,,5,5.0,5.0,0.0,,5.0,5.0,5.0,,2.192,2.192,1.0,1.0,1.0,,,1.0,5.0,5.0,1.0,0.0050001144409179,0.001000165939331,True,0.14888596534729
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,3,0.15,,"[5, 5, 5]",,5,10.05,32,,5,5.0,5.0,5.0,,2.01,1.0,1.0,,,1.0,14,6,11.44,20,,5,5.0,5.0,5.0,,5.0,5.0,5.0,,2.288,2.288,1.0,1.0,1.0,,,1.0,5.0,5.0,1.0,0.0060000419616699,0.0009999275207519,True,0.1263000965118408
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,3,0.25,,"[5, 5, 5]",,5,10.05,32,,5,5.0,5.0,5.0,,2.01,1.0,1.0,,,1.0,26,9,12.38,14,,4,4.0,5.0,5.0,,4.0,5.0,4.0,,3.095,2.476,1.0,1.0,0.8,,,0.8,5.0,5.0,1.0,0.0060000419616699,0.0009999275207519,True,0.1218621730804443
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,3,0.4,,"[5, 5, 5]",,5,10.05,32,,5,5.0,5.0,5.0,,2.01,1.0,1.0,,,1.0,41,8,10.17,9,,3,3.0,3.0,3.0,,3.0,3.0,3.0,,3.39,3.39,1.0,1.0,1.0,,,1.0,3.0,3.0,1.0,0.0060000419616699,0.001000165939331,True,0.0892939567565918
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,4,0.05,,"[5, 5, 5]",,6,11.11,30,,6,6.0,6.0,6.0,,1.8516666666666663,1.0,1.0,,,1.0,1,6,11.11,30,,6,6.0,6.0,0.0,,6.0,6.0,6.0,,1.8516666666666663,1.8516666666666663,1.0,1.0,1.0,,,1.0,6.0,6.0,1.0,0.0039999485015869,0.0009999275207519,True,0.1546940803527832
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,4,0.15,,"[5, 5, 5]",,6,11.11,30,,6,6.0,6.0,6.0,,1.8516666666666663,1.0,1.0,,,1.0,12,4,9.95,15,,4,4.0,4.0,0.0,,4.0,4.0,4.0,,2.4875,2.4875,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,0.0049998760223388,0.0009999275207519,True,0.1304068565368652
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,4,0.25,,"[5, 5, 5]",,6,11.11,30,,6,6.0,6.0,6.0,,1.8516666666666663,1.0,1.0,,,1.0,22,4,9.69,13,,4,4.0,4.0,0.0,,4.0,4.0,4.0,,2.4225,2.4225,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,0.0049998760223388,0.0009999275207519,True,0.1125502586364746
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,4,0.4,,"[5, 5, 5]",,6,11.11,30,,6,6.0,6.0,6.0,,1.8516666666666663,1.0,1.0,,,1.0,38,5,9.38,9,,4,4.0,4.0,3.0,,4.0,4.0,4.0,,2.345,2.345,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,0.0050001144409179,0.0009999275207519,True,0.0929169654846191
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,5,0.05,,"[5, 5, 5]",,10,17.74,54,,10,10.0,10.0,10.0,,1.7739999999999998,1.0,1.0,,,1.0,6,10,17.74,54,,10,10.0,10.0,0.0,,10.0,10.0,10.0,,1.7739999999999998,1.7739999999999998,1.0,1.0,1.0,,,1.0,10.0,10.0,1.0,0.0059998035430908,0.0,True,0.1469161510467529
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,5,0.15,,"[5, 5, 5]",,10,17.74,54,,10,10.0,10.0,10.0,,1.7739999999999998,1.0,1.0,,,1.0,14,8,15.67,40,,8,8.0,8.0,0.0,,8.0,8.0,8.0,,1.95875,1.95875,1.0,1.0,1.0,,,1.0,8.0,8.0,1.0,0.0049998760223388,0.001000165939331,True,0.1294262409210205
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,5,0.25,,"[5, 5, 5]",,10,17.74,54,,10,10.0,10.0,10.0,,1.7739999999999998,1.0,1.0,,,1.0,25,7,12.69,22,,5,6.0,6.0,3.0,,6.0,6.0,6.0,,2.115,2.115,1.0,1.0,1.0,,,0.8333333333333334,6.0,6.0,1.0,0.0069999694824218,0.002000093460083,True,0.1109149456024169
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,5,0.4,,"[5, 5, 5]",,10,17.74,54,,10,10.0,10.0,10.0,,1.7739999999999998,1.0,1.0,,,1.0,40,9,12.04,17,,6,6.0,6.0,5.0,,6.0,6.0,6.0,,2.0066666666666664,2.0066666666666664,1.0,1.0,1.0,,,1.0,6.0,6.0,1.0,0.0049998760223388,0.0009999275207519,True,0.0924832820892334
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,6,0.05,,"[5, 5, 5]",,4,7.51,21,,4,4.0,4.0,4.0,,1.8775,1.0,1.0,,,1.0,3,4,8.88,21,,4,4.0,4.0,0.0,,4.0,4.0,4.0,,2.22,2.22,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,0.0060000419616699,0.0009999275207519,True,0.1485939025878906
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,6,0.15,,"[5, 5, 5]",,4,7.51,21,,4,4.0,4.0,4.0,,1.8775,1.0,1.0,,,1.0,14,4,11.21,18,,4,4.0,4.0,0.0,,4.0,4.0,4.0,,2.8025,2.8025,1.0,1.0,1.0,,,1.0,4.0,4.0,1.0,0.0050001144409179,0.0009999275207519,True,0.1249783039093017
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,6,0.25,,"[5, 5, 5]",,4,7.51,21,,4,4.0,4.0,4.0,,1.8775,1.0,1.0,,,1.0,24,5,9.67,12,,3,3.0,3.0,0.0,,3.0,3.0,3.0,,3.223333333333333,3.223333333333333,1.0,1.0,1.0,,,1.0,3.0,3.0,1.0,0.0050001144409179,0.0,True,0.1103789806365966
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,6,0.4,,"[5, 5, 5]",,4,7.51,21,,4,4.0,4.0,4.0,,1.8775,1.0,1.0,,,1.0,39,4,6.26,7,,3,3.0,3.0,0.0,,3.0,3.0,3.0,,2.0866666666666664,2.0866666666666664,1.0,1.0,1.0,,,1.0,3.0,3.0,1.0,0.0050001144409179,0.0009999275207519,True,0.0923399925231933
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,7,0.05,,"[5, 5, 5]",,9,16.78,50,,9,9.0,9.0,9.0,,1.8644444444444448,1.0,1.0,,,1.0,8,9,16.32,41,,9,9.0,9.0,1.0,,9.0,9.0,9.0,,1.8133333333333337,1.8133333333333337,1.0,1.0,1.0,,,1.0,9.0,9.0,1.0,0.0050001144409179,0.001000165939331,True,0.1542222499847412
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,7,0.15,,"[5, 5, 5]",,9,16.78,50,,9,9.0,9.0,9.0,,1.8644444444444448,1.0,1.0,,,1.0,14,8,14.34,32,,8,8.0,8.0,2.0,,8.0,8.0,8.0,,1.7925,1.7925,1.0,1.0,1.0,,,1.0,8.0,8.0,1.0,0.0060000419616699,0.001000165939331,True,0.128756046295166
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,7,0.25,,"[5, 5, 5]",,9,16.78,50,,9,9.0,9.0,9.0,,1.8644444444444448,1.0,1.0,,,1.0,28,7,12.27,17,,7,7.0,7.0,3.0,,7.0,7.0,7.0,,1.752857142857143,1.752857142857143,1.0,1.0,1.0,,,1.0,7.0,7.0,1.0,0.0049998760223388,0.0009999275207519,True,0.107288122177124
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,7,0.4,,"[5, 5, 5]",,9,16.78,50,,9,9.0,9.0,9.0,,1.8644444444444448,1.0,1.0,,,1.0,42,5,8.99,10,,5,5.0,5.0,0.0,,5.0,5.0,5.0,,1.798,1.798,1.0,1.0,1.0,,,1.0,5.0,5.0,1.0,0.0060000419616699,0.0009999275207519,True,0.0911428928375244
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,8,0.05,,"[5, 5, 5]",,11,17.9,59,,8,9.0,9.0,9.0,,1.9888888888888887,1.0,1.0,,,0.8888888888888888,2,11,18.74,56,,8,9.0,9.0,0.0,,9.0,9.0,9.0,,2.082222222222222,2.082222222222222,1.0,1.0,1.0,,,0.8888888888888888,9.0,9.0,1.0,0.0050001144409179,0.0009999275207519,True,0.1548831462860107
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,8,0.15,,"[5, 5, 5]",,11,17.9,59,,8,9.0,9.0,9.0,,1.9888888888888887,1.0,1.0,,,0.8888888888888888,12,9,17.89,40,,7,7.0,7.0,2.0,,7.0,7.0,7.0,,2.5557142857142856,2.5557142857142856,1.0,1.0,1.0,,,1.0,7.0,7.0,1.0,0.0060000419616699,0.001000165939331,True,0.1331322193145752
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,8,0.25,,"[5, 5, 5]",,11,17.9,59,,8,9.0,9.0,9.0,,1.9888888888888887,1.0,1.0,,,0.8888888888888888,26,8,14.73,24,,6,6.0,6.0,7.0,,6.0,6.0,6.0,,2.455,2.455,1.0,1.0,1.0,,,1.0,6.0,6.0,1.0,0.0069999694824218,0.001000165939331,True,0.1095740795135498
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,8,0.4,,"[5, 5, 5]",,11,17.9,59,,8,9.0,9.0,9.0,,1.9888888888888887,1.0,1.0,,,0.8888888888888888,50,5,8.58,5,,3,3.0,3.0,9.0,,3.0,3.0,3.0,,2.86,2.86,1.0,1.0,1.0,,,1.0,3.0,3.0,1.0,0.0050001144409179,0.0009999275207519,True,0.0838179588317871
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,9,0.05,,"[5, 5, 5]",,11,17.6,52,,10,11.0,11.0,11.0,,1.6,1.0,1.0,,,0.9090909090909092,6,10,16.53,40,,9,10.0,10.0,0.0,,10.0,10.0,10.0,,1.653,1.653,1.0,1.0,1.0,,,0.9,10.0,10.0,1.0,0.0050001144409179,0.0009999275207519,True,0.1464102268218994
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,9,0.15,,"[5, 5, 5]",,11,17.6,52,,10,11.0,11.0,11.0,,1.6,1.0,1.0,,,0.9090909090909092,16,9,14.96,29,,7,8.0,8.0,2.0,,8.0,8.0,8.0,,1.87,1.87,1.0,1.0,1.0,,,0.875,8.0,8.0,1.0,0.0059998035430908,0.0009999275207519,True,0.1254031658172607
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,9,0.25,,"[5, 5, 5]",,11,17.6,52,,10,11.0,11.0,11.0,,1.6,1.0,1.0,,,0.9090909090909092,25,10,13.96,23,,6,7.0,7.0,2.0,,7.0,7.0,7.0,,1.9942857142857144,1.9942857142857144,1.0,1.0,1.0,,,0.8571428571428571,7.0,7.0,1.0,0.0050001144409179,0.0009999275207519,True,0.1130578517913818
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,9,0.4,,"[5, 5, 5]",,11,17.6,52,,10,11.0,11.0,11.0,,1.6,1.0,1.0,,,0.9090909090909092,38,8,10.63,11,,5,6.0,6.0,4.0,,6.0,6.0,5.0,,1.7716666666666667,1.7716666666666667,1.0,1.0,0.8333333333333334,,,0.8333333333333334,6.0,6.0,1.0,0.0049998760223388,0.0009999275207519,True,0.0951910018920898
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,10,0.05,,"[5, 5, 5]",,10,17.03,56,,10,10.0,10.0,10.0,,1.703,1.0,1.0,,,1.0,3,10,17.09,50,,9,10.0,10.0,1.0,,10.0,10.0,10.0,,1.709,1.709,1.0,1.0,1.0,,,0.9,10.0,10.0,1.0,0.0060000419616699,0.001000165939331,True,0.1541891098022461
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,10,0.15,,"[5, 5, 5]",,10,17.03,56,,10,10.0,10.0,10.0,,1.703,1.0,1.0,,,1.0,15,11,15.67,32,,8,9.0,9.0,4.0,,9.0,9.0,8.5,,1.741111111111111,1.741111111111111,1.0,1.0,0.9444444444444444,,,0.8888888888888888,9.0,9.0,1.0,0.0199999809265136,0.0,True,0.1411299705505371
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,10,0.25,,"[5, 5, 5]",,10,17.03,56,,10,10.0,10.0,10.0,,1.703,1.0,1.0,,,1.0,26,7,12.07,20,,6,6.0,6.0,1.0,,6.0,6.0,6.0,,2.0116666666666667,2.0116666666666667,1.0,1.0,1.0,,,1.0,6.0,6.0,1.0,0.0050001144409179,0.0009999275207519,True,0.1088979244232177
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,10,0.4,,"[5, 5, 5]",,10,17.03,56,,10,10.0,10.0,10.0,,1.703,1.0,1.0,,,1.0,44,6,10.31,12,,3,4.0,4.0,2.0,,4.0,4.0,4.0,,2.5775,2.5775,1.0,1.0,1.0,,,0.75,4.0,4.0,1.0,0.0060000419616699,0.0009999275207519,True,0.088677167892456
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,11,0.05,,"[5, 5, 5]",,12,20.85,74,,9,10.0,10.0,10.0,,2.085,1.0,1.0,,,0.9,8,11,21.45,64,,9,10.0,10.0,2.0,,10.0,10.0,10.0,,2.145,2.145,1.0,1.0,1.0,,,0.9,10.0,10.0,1.0,0.0049998760223388,0.0009999275207519,True,0.1431958675384521
clq_n15_3x5.json,results/experiments_results_clique/n15/clq_n15_3x5.json,clique,clique,15,11,0.15,,"[5, 5, 5]",,12,20.85,74,,9,10.0,10.0,10.0,,2.085,1.0,1.0,,,0.9,24,11,16.76,31,,7,8.0,8.0,10.0,,8.0,8.0,8.0,,2.095,2.095,1.0,1.0,1.0,,,0.875,8.0,8.0,1.0,0.0050001144409179,0.0009999275207519,True,0.1145081520080566
