n,p_positive,p_delete,runs,avg_edges_deleted,avg_complete_ilp_cost,avg_edge_ilp_with4_cost,avg_edge_ilp_without4_cost,avg_new_over_complete_ilp,avg_cost_reduction_fraction,avg_complete_lp_ratio,avg_edge_lp_ratio_with4,avg_complete_pivot_ratio,avg_edge_pivot_ratio_with4,avg_complete_bad_triangles,avg_edge_bad_triangles,avg_bad_triangle_removed_fraction,avg_bad_4_cycles,cost_changed_by_4cycles_fraction,clustering_changed_by_4cycles_fraction
25,0.3,0.25,50,74.68,62.06,6.3,6.1,0.10087260088693385,0.8991273991130662,0.7261509222073782,0.9701085026085026,1.2855827311690133,1.1504691974691974,437.06,12.88,0.9706997160080622,0.8,0.2,0.28
25,0.3,0.40,50,120.46,62.06,0.0,0.0,0.0,1.0,0.7261509222073782,,1.2855827311690133,,437.06,0.0,1.0,0.0,0.0,0.0
25,0.4,0.05,50,14.66,82.14,71.38,71.38,0.869065038066032,0.130934961933968,0.7334181284493639,0.7414384254154177,1.265411482215199,1.275437059294744,668.44,516.64,0.22720506079355912,9.56,0.0,0.58
25,0.4,0.15,50,44.62,82.14,49.04,48.86,0.5964574562125599,0.40354254378744014,0.7334181284493639,0.774264031083707,1.265411482215199,1.2755000333535809,668.44,263.34,0.6067671426463072,34.8,0.16,0.8
25,0.4,0.25,50,74.68,82.14,26.66,25.9,0.32409115178738057,0.6759088482126194,0.7334181284493639,0.8540968101519826,1.265411482215199,1.249959406219334,668.44,96.18,0.8567525759716141,21.04,0.56,0.94
25,0.4,0.40,50,120.46,82.14,0.0,0.0,0.0,1.0,0.7334181284493639,,1.265411482215199,,668.44,0.0,1.0,0.0,0.0,0.0
25,0.5,0.05,50,14.66,98.1,88.78,88.78,0.9050312703881999,0.09496872961180015,0.7651830780171381,0.7629372176649893,1.2196455550075613,1.2294406226549695,866.42,706.28,0.18498244098912833,16.54,0.0,0.58
25,0.5,0.15,50,44.62,98.1,68.68,68.64,0.6997675946094168,0.30023240539058316,0.7651830780171381,0.7682507071897005,1.2196455550075613,1.2484006040910265,866.42,427.26,0.507422433357716,74.74,0.04,0.68
25,0.5,0.25,50,74.68,98.1,47.2,46.72,0.48078548103672086,0.5192145189632792,0.7651830780171381,0.8010929786691436,1.2196455550075613,1.257441021536851,866.42,219.24,0.7470573990962516,73.34,0.36,0.92
25,0.5,0.40,50,120.46,98.1,13.88,13.02,0.1412474614737583,0.8587525385262417,0.7651830780171381,0.9394669756735352,1.2196455550075613,1.2951122259233714,866.42,32.98,0.961869886335633,11.08,0.6,0.9
25,0.6,0.05,50,14.66,105.12,98.54,98.54,0.9374406929326232,0.0625593070673768,0.8550335175960525,0.8374827103172986,1.1838825823679786,1.2006298145654763,995.16,838.76,0.15720835265476182,23.88,0.0,0.36
25,0.6,0.15,50,44.62,105.12,82.68,82.68,0.7866597696858977,0.2133402303141023,0.8550335175960525,0.8164979010439736,1.1838825823679786,1.2301911797978058,995.16,558.48,0.43924351670291406,126.94,0.0,0.44
25,0.6,0.25,50,74.68,105.12,64.1,63.96,0.6101884567187091,0.38981154328129086,0.8550335175960525,0.8187410949285524,1.1838825823679786,1.2502349134882158,995.16,337.66,0.6609163062700727,160.96,0.14,0.6
25,0.6,0.40,50,120.46,105.12,32.78,31.64,0.31205168374512576,0.6879483162548743,0.8550335175960525,0.8838026343580312,1.1838825823679786,1.3164610798480052,995.16,106.78,0.8925774878548508,74.14,0.78,0.96
25,0.7,0.05,50,14.66,88.04,86.92,86.92,0.9877498789753143,0.01225012102468571,0.9944710138434658,0.9899696495719337,1.2931908096108546,1.3085037298909383,1012.9,875.6,0.13535392880912886,30.22,0.0,0.02
25,0.7,0.15,50,44.62,88.04,83.1,83.1,0.9463444952070419,0.05365550479295811,0.9944710138434658,0.9634327971004227,1.2931908096108546,1.2949465899933428,1012.9,626.1,0.3818317580902578,174.14,0.0,0.16
25,0.7,0.25,50,74.68,88.04,72.94,72.92,0.8320961864054579,0.1679038135945421,0.9944710138434658,0.9249633323730683,1.2931908096108546,1.312757939666366,1012.9,418.44,0.586729046254774,263.4,0.02,0.34
25,0.7,0.40,50,120.46,88.04,49.82,49.14,0.5693436031050555,0.4306563968949445,0.9944710138434658,0.8909307784875442,1.2931908096108546,1.307667083988997,1012.9,184.16,0.8180825049384325,198.32,0.56,0.86
25,0.8,0.05,50,14.66,59.56,59.5,59.5,0.9989649122807017,0.0010350877192982456,1.0,1.0,1.3914543142590232,1.4962878009514617,877.0,772.96,0.11865197780152247,30.28,0.0,0.0
25,0.8,0.15,50,44.62,59.56,59.48,59.48,0.9986315789473684,0.0013684210526315789,1.0,1.0,1.3914543142590232,1.6243179081288641,877.0,582.4,0.33604897516580445,186.8,0.0,0.0
25,0.8,0.25,50,74.68,59.56,58.94,58.94,0.9897742242619029,0.010225775738097095,1.0,1.0,1.3914543142590232,1.6211504190254493,877.0,417.62,0.5240495925902752,315.2,0.0,0.0
25,0.8,0.40,50,120.46,59.56,53.88,53.82,0.9087950935908942,0.09120490640910585,1.0,0.9887640089793673,1.3914543142590232,1.490362362623915,877.0,221.22,0.7481943336080082,304.24,0.06,0.38
30,0.2,0.05,50,21.24,59.94,43.28,43.26,0.721800634458024,0.278199365541976,0.7208986484805349,0.7532066986404425,1.290269272151732,1.2796984255197463,385.56,221.72,0.4262590354686058,2.14,0.02,0.6
30,0.2,0.15,50,64.8,59.94,10.08,9.98,0.16863132388445193,0.8313686761155481,0.7208986484805349,0.9294062334724099,1.290269272151732,1.1742082819141644,385.56,24.22,0.9364089854599532,0.62,0.1,0.2
30,0.2,0.25,50,108.46,59.94,0.0,0.0,0.0,1.0,0.7208986484805349,,1.290269272151732,,385.56,0.0,1.0,0.0,0.0,0.0
30,0.2,0.40,50,174.28,59.94,0.0,0.0,0.0,1.0,0.7208986484805349,,1.290269272151732,,385.56,0.0,1.0,0.0,0.0,0.0
30,0.3,0.05,50,21.24,93.32,76.64,76.62,0.8208458985169411,0.1791541014830589,0.7011161379341246,0.7152964301449047,1.2898190722161276,1.2912632608939374,771.5,542.78,0.29739436240745665,7.84,0.02,0.7
30,0.3,0.15,50,64.8,93.32,42.4,42.12,0.4536165336325708,0.5463834663674292,0.7011161379341246,0.7794162906918927,1.2898190722161276,1.2867414284783736,771.5,196.98,0.7454230289123747,16.86,0.26,0.9
30,0.3,0.25,50,108.46,93.32,10.24,10.02,0.10876112022271116,0.8912388797772889,0.7011161379341246,0.9422382299073475,1.2898190722161276,1.1756040952511542,771.5,23.16,0.9703078107277442,1.66,0.22,0.52
30,0.3,0.40,50,174.28,93.32,0.0,0.0,0.0,1.0,0.7011161379341246,,1.2898190722161276,,771.5,0.0,1.0,0.0,0.0,0.0
30,0.4,0.05,50,21.24,123.9,107.94,107.94,0.8710698853815801,0.12893011461841988,0.7032965268148571,0.7089682004402371,1.2481858342873744,1.2656342130099416,1170.88,903.72,0.22814670919516428,20.96,0.0,0.68
30,0.4,0.15,50,64.8,123.9,74.32,74.12,0.5990898657881973,0.4009101342118026,0.7032965268148571,0.7379832144769481,1.2481858342873744,1.2879797811619165,1170.88,461.36,0.606622193522883,71.82,0.2,0.82
30,0.4,0.25,50,108.46,123.9,40.58,39.68,0.3268703909155308,0.6731296090844692,0.7032965268148571,0.8130237484497596,1.2481858342873744,1.2800296413426093,1170.88,167.12,0.8578081910923638,43.0,0.7,0.98
30,0.4,0.40,50,174.28,123.9,0.0,0.0,0.0,1.0,0.7032965268148571,,1.2481858342873744,,1170.88,0.0,1.0,0.0,0.0,0.0
30,0.5,0.05,50,21.24,147.76,133.54,133.54,0.9036243772312895,0.09637562276871046,0.7339431987811181,0.7326198751198719,1.215724462915546,1.2332457259828513,1517.9,1235.44,0.18636599655336084,37.4,0.0,0.52
30,0.5,0.15,50,64.8,147.76,102.68,102.66,0.6946088005798245,0.3053911994201755,0.7339431987811181,0.7407903289942497,1.215724462915546,1.2574693919773505,1517.9,744.48,0.5101583753314094,158.14,0.02,0.6
30,0.5,0.25,50,108.46,147.76,70.84,70.3,0.47902778930557427,0.5209722106944257,0.7339431987811181,0.7662806175174887,1.215724462915546,1.2768864812322693,1517.9,378.16,0.7513317029170928,158.12,0.46,0.92
30,0.5,0.40,50,174.28,147.76,21.8,20.36,0.14730054833022635,0.8526994516697737,0.7339431987811181,0.9143423626708417,1.215724462915546,1.2868882089936822,1517.9,57.74,0.9620580202924667,24.36,0.78,0.98
30,0.6,0.05,50,21.24,156.9,147.7,147.7,0.941336878714929,0.05866312128507095,0.83065407433557,0.8103892472957666,1.1868645948623755,1.2062378277366637,1749.56,1476.88,0.15596075102051082,54.56,0.0,0.38
30,0.6,0.15,50,64.8,156.9,124.72,124.72,0.7951142527286739,0.2048857472713261,0.83065407433557,0.7847173588446559,1.1868645948623755,1.2397599070576288,1749.56,989.04,0.434876599079739,271.82,0.0,0.42
30,0.6,0.25,50,108.46,156.9,97.0,96.9,0.6186072606775348,0.3813927393224652,0.83065407433557,0.7842304148438952,1.1868645948623755,1.2715366984472047,1749.56,595.68,0.6595801278383964,345.76,0.1,0.64
30,0.6,0.40,50,174.28,156.9,51.74,49.74,0.3298994410863813,0.6701005589136186,0.83065407433557,0.8277236383328426,1.1868645948623755,1.2942314363700254,1749.56,191.5,0.8905702707803308,161.38,0.96,1.0
30,0.7,0.05,50,21.24,128.4,127.54,127.54,0.9937185791889089,0.006281420811091045,0.9958077922077923,0.9912991042543395,1.2954292573268325,1.3124039794702278,1774.84,1537.52,0.1337447615338246,65.84,0.0,0.02
30,0.7,0.15,50,64.8,128.4,123.3,123.3,0.9622923145394966,0.03770768546050344,0.9958077922077923,0.9555066847346807,1.2954292573268325,1.296210372455029,1774.84,1105.26,0.37720333847451293,366.86,0.0,0.26
30,0.7,0.25,50,108.46,128.4,110.4,110.4,0.8634698683890207,0.1365301316109793,0.9958077922077923,0.8912724683312047,1.2954292573268325,1.2945725094833092,1774.84,739.12,0.5833832823510858,554.64,0.0,0.36
30,0.7,0.40,50,174.28,128.4,76.7,75.96,0.6004669445712247,0.39953305542877526,0.9958077922077923,0.8511050755685172,1.2954292573268325,1.2969325360216801,1774.84,327.86,0.8152334117032054,426.12,0.56,0.84
30,0.8,0.05,50,21.24,86.14,86.14,86.14,1.0,0.0,1.0,1.0,1.4116510087399574,1.5268841991928008,1543.16,1361.84,0.11751078794934786,66.3,0.0,0.0
30,0.8,0.15,50,64.8,86.14,85.96,85.96,0.998286530198154,0.001713469801846002,1.0,1.0,1.4116510087399574,1.654448552550756,1543.16,1026.94,0.33431923967209276,396.74,0.0,0.02
30,0.8,0.25,50,108.46,86.14,85.58,85.58,0.9943157681800222,0.0056842318199777486,1.0,0.9991964285714285,1.4116510087399574,1.647100989287068,1543.16,736.2,0.5228428238884536,665.08,0.0,0.04
30,0.8,0.40,50,174.28,86.14,80.14,80.12,0.9346882847359955,0.06531171526400445,1.0,0.9885902311888978,1.4116510087399574,1.49895479921812,1543.16,390.06,0.7474030944419766,660.8,0.02,0.14
