ego_id,n,seed,complete_pivot_best_cost,complete_pivot_average_cost,complete_ilp_cost,complete_lp_cost,p_delete,edge_pivot_best_cost,edge_pivot_average_cost,edge_all_pairs_ilp_cost,edge_all_pairs_lp_cost,complete_min_max_cc_computed,complete_min_max_cc_cluster_count,complete_min_max_cc_max_disagreement,complete_min_max_cc_d_hat,complete_min_max_cc_lambda,complete_min_max_cc_runtime_seconds,complete_min_max_lp_computed,complete_min_max_lp_cost,complete_min_max_lp_rounding_cost,complete_min_max_lp_max_disagreement_vertex,complete_min_max_lp_cluster_count,complete_min_max_lp_r,complete_min_max_lp_r2,complete_min_max_lp_method,complete_min_max_lp_norm,complete_min_max_lp_runtime_seconds,complete_min_max_lp_rounding_runtime_seconds,complete_min_max_lp_total_runtime_seconds,edge_min_max_cc_computed,edge_min_max_cc_cluster_count,edge_min_max_cc_max_disagreement,edge_min_max_cc_d_hat,edge_min_max_cc_lambda,edge_min_max_cc_runtime_seconds,edge_min_max_lp_computed,edge_min_max_lp_cost,edge_min_max_lp_rounding_cost,edge_min_max_lp_max_disagreement_vertex,edge_min_max_lp_cluster_count,edge_min_max_lp_r,edge_min_max_lp_r2,edge_min_max_lp_method,edge_min_max_lp_norm,edge_min_max_lp_runtime_seconds,edge_min_max_lp_rounding_runtime_seconds,edge_min_max_lp_total_runtime_seconds
0,333,1,2028,2388.16,,,0.05,1999,2287.86,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,59,8,5,0.022952,,,,,,,,,,,,
0,333,2,2028,2388.16,,,0.05,1919,2248.51,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,56,8,5,0.023892,,,,,,,,,,,,
0,333,3,2028,2388.16,,,0.05,1901,2222.9,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,277,56,8,5,0.02257,,,,,,,,,,,,
0,333,4,2028,2388.16,,,0.05,1948,2259.51,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,59,8,5,0.022775,,,,,,,,,,,,
0,333,5,2028,2388.16,,,0.05,1944,2254.9,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,60,8,5,0.021775,,,,,,,,,,,,
0,333,6,2028,2388.16,,,0.05,1938,2256.75,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,59,8,5,0.022521,,,,,,,,,,,,
0,333,7,2028,2388.16,,,0.05,1965,2272.36,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,62,8,5,0.022049,,,,,,,,,,,,
0,333,8,2028,2388.16,,,0.05,1985,2260.42,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,58,8,5,0.022303,,,,,,,,,,,,
0,333,9,2028,2388.16,,,0.05,1961,2248.91,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,58,8,5,0.022161,,,,,,,,,,,,
0,333,10,2028,2388.16,,,0.05,1975,2297.44,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,57,8,5,0.022846,,,,,,,,,,,,
0,333,11,2028,2388.16,,,0.05,1973,2230.8,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,58,8,5,0.022051,,,,,,,,,,,,
0,333,12,2028,2388.16,,,0.05,1999,2280.51,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,57,8,5,0.02311,,,,,,,,,,,,
0,333,13,2028,2388.16,,,0.05,1904,2256.22,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,59,8,5,0.021999,,,,,,,,,,,,
0,333,14,2028,2388.16,,,0.05,1912,2232.66,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,56,8,5,0.023299,,,,,,,,,,,,
0,333,15,2028,2388.16,,,0.05,1950,2273.08,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,277,56,8,5,0.021898,,,,,,,,,,,,
0,333,16,2028,2388.16,,,0.05,1980,2298.99,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,277,57,8,5,0.022452,,,,,,,,,,,,
0,333,17,2028,2388.16,,,0.05,1983,2283.36,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,274,55,8,5,0.022,,,,,,,,,,,,
0,333,18,2028,2388.16,,,0.05,1939,2300.76,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,274,56,8,5,0.022689,,,,,,,,,,,,
0,333,19,2028,2388.16,,,0.05,1931,2266.37,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,274,59,8,5,0.022564,,,,,,,,,,,,
0,333,20,2028,2388.16,,,0.05,2006,2281.73,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,59,8,5,0.022786,,,,,,,,,,,,
0,333,21,2028,2388.16,,,0.05,2002,2268.65,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,276,56,8,5,0.022776,,,,,,,,,,,,
0,333,22,2028,2388.16,,,0.05,2001,2285.5,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,60,8,5,0.023972,,,,,,,,,,,,
0,333,23,2028,2388.16,,,0.05,2024,2291.55,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,274,61,8,5,0.02261,,,,,,,,,,,,
0,333,24,2028,2388.16,,,0.05,1907,2255.89,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,58,8,5,0.02252,,,,,,,,,,,,
0,333,25,2028,2388.16,,,0.05,1980,2235.73,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,273,55,8,5,0.022373,,,,,,,,,,,,
0,333,26,2028,2388.16,,,0.05,1972,2273.21,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,277,59,8,5,0.021909,,,,,,,,,,,,
0,333,27,2028,2388.16,,,0.05,1942,2255.37,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,274,56,8,5,0.022165,,,,,,,,,,,,
0,333,28,2028,2388.16,,,0.05,1959,2272.47,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,273,58,8,5,0.023525,,,,,,,,,,,,
0,333,29,2028,2388.16,,,0.05,1947,2282.41,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,275,56,8,5,0.021748,,,,,,,,,,,,
0,333,30,2028,2388.16,,,0.05,1945,2283.83,,,True,273,60,8,5,0.022709,,,,,,,,,,,,,True,274,57,8,5,0.022798,,,,,,,,,,,,
